Date,Open,High,Low,Close,Adj Close,Volume
2011-01-03,77.0999984741211,77.58999633789062,76.5999984741211,76.5999984741211,52.91206741333008,8019700
2011-01-04,75.73999786376953,75.91000366210938,74.11000061035156,74.30999755859375,51.330223083496094,36471600
2011-01-05,74.68000030517578,74.9000015258789,74.30999755859375,74.66000366210938,51.571998596191406,17904000
2011-01-06,74.9000015258789,74.94000244140625,74.08000183105469,74.20999908447266,51.26116180419922,11717100
2011-01-07,74.3499984741211,74.58000183105469,73.58999633789062,74.37000274658203,51.371665954589844,11271900
2011-01-10,74.25,74.45999908447266,73.5199966430664,73.55999755859375,50.812164306640625,11338600
2011-01-11,73.83999633789062,74.48999786376953,73.56999969482422,73.9000015258789,51.04701232910156,8658800
2011-01-12,74.37000274658203,74.37000274658203,73.45999908447266,73.5999984741211,50.83979034423828,10378500
2011-01-13,73.44000244140625,73.55000305175781,72.45999908447266,72.66999816894531,50.19739532470703,14512600
2011-01-14,72.4000015258789,74.12000274658203,72.13999938964844,74.05999755859375,51.15754699707031,10570000
2011-01-18,74.6500015258789,75.36000061035156,74.30999755859375,74.68000030517578,51.5858268737793,11228500
2011-01-19,75.0999984741211,75.44000244140625,74.75,75.3499984741211,52.04862976074219,10696700
2011-01-20,75.38999938964844,75.73999786376953,74.68000030517578,75.16000366210938,51.91738510131836,8290300
2011-01-21,75.75,75.75,74.63999938964844,75.01000213623047,51.81377410888672,9825900
2011-01-24,74.25,75.8499984741211,74.1500015258789,75.37999725341797,52.069339752197266,16395500
2011-01-25,75.54000091552734,75.68000030517578,75.0,75.4800033569336,52.1384162902832,6959800
2011-01-26,75.58999633789062,75.70999908447266,75.1500015258789,75.16999816894531,51.924285888671875,6669000
2011-01-27,75.43000030517578,75.44999694824219,74.33999633789062,74.3499984741211,51.35786437988281,7610900
2011-01-28,74.37000274658203,74.7300033569336,73.05000305175781,73.27999877929688,50.61875915527344,9083500
2011-01-31,73.80000305175781,73.9800033569336,73.3499984741211,73.66999816894531,50.88813018798828,6372400
2011-02-01,74.22000122070312,74.26000213623047,73.19999694824219,73.47000122070312,50.749996185302734,8468900
2011-02-02,73.48999786376953,73.76000213623047,73.08000183105469,73.63999938964844,50.867427825927734,5841900
